date,symbol,revenue,eps,time,revenueestimated
2024-03-01,RPID,,,bmo,6150000
2024-03-01,TAPM,,,--,6500000
2024-03-01,DXR,,,bmo,
2024-03-01,MAU.PA,,,bmo,
2024-03-01,CONX,,,bmo,
2024-03-01,COY.AX,,,bmo,
2024-03-01,HIBB,,,bmo,477260000
2024-03-01,KRDMD.IS,,,bmo,463195000
2024-03-01,FUBO,,,bmo,397660000
2024-03-01,GLOG-PA,,,bmo,
2024-03-01,TUSK,,,bmo,64450000
2024-03-01,XXMMD,,,bmo,
2024-03-01,CBWBF,,,bmo,
2024-03-01,CLXT,,,bmo,
2024-03-01,KNIN.SW,,,bmo,6515970000
2024-03-01,PSO,,,bmo,
2024-03-01,GPR.AX,,,bmo,
2024-03-01,SCHO.CO,,,bmo,
2024-03-01,STXS,,,bmo,7700000
2024-03-01,HEIJM.AS,,,bmo,
2024-03-01,AMNF,,,--,
2024-03-01,APMCF,,,bmo,
2024-03-01,SNCAF,,,bmo,1526550000
2024-03-01,BDSX,,,bmo,15610000
2024-03-01,ESN.TO,,,bmo,
2024-03-01,RDNT,,,bmo,412110000
2024-03-01,AMRX,,,bmo,634230000
2024-03-01,CCNCF,,,bmo,
2024-03-01,KALA,,,bmo,
2024-03-01,MAS.V,,,bmo,
2024-03-01,ONCY,,,bmo,
2024-03-01,KROS,,,bmo,
2024-03-01,BRAXF,,,bmo,
2024-03-01,CAP.SN,,,bmo,854512000000
2024-03-01,PGRU,,,bmo,31730000
2024-03-01,3060.SR,,,bmo,197500000
2024-03-01,LTTSF,,,bmo,
2024-03-01,TOTA.CO,,,bmo,
2024-03-01,GJTL.JK,,,bmo,15202000000
2024-03-01,AY,,,bmo,245840000
2024-03-01,EUR.AX,,,bmo,70000
2024-03-01,ATRL.TO,,,bmo,2073760000
2024-03-01,AMXEF,,,bmo,
2024-03-01,MYI.L,,,bmo,
2024-03-01,ESVIF,,,bmo,
2024-03-01,AVAL,,,bmo,
2024-03-01,GWAYF,,,bmo,
2024-03-01,HNRC,,,bmo,
2024-03-01,PUMU.HE,,,bmo,
2024-03-01,SMSM.JK,,,bmo,
2024-03-01,EEYUF,,,bmo,
2024-03-01,XXMMF,,,bmo,
2024-03-01,SNC.TO,,,bmo,
2024-03-01,BRLXF,,,bmo,
2024-03-01,DLAKY,,,--,
2024-03-01,FG.V,,,bmo,
2024-03-01,MOGU,,,bmo,48990000
2024-03-01,OGGNF,,,bmo,
2024-03-01,JSMR.JK,,,bmo,5728510000
2024-03-01,MSDL,,,bmo,
2024-03-01,BLX.TO,,,bmo,258800000
2024-03-01,NHHH.V,,,bmo,
2024-03-01,KELTF,,,bmo,
2024-03-01,ACT.DE,,,bmo,125100000
2024-03-01,GRNWF,,,bmo,
2024-03-01,1650.HK,,,bmo,
2024-03-01,ELHA.AT,,,bmo,3194300000
2024-03-01,FSVEF,,,bmo,
2024-03-01,OFS,,,bmo,14200000
2024-03-01,8109.TWO,,,bmo,
2024-03-01,DNA.AX,,,bmo,
2024-03-01,INTT,,,bmo,29150000
2024-03-01,VLOWY,,,--,
2024-03-01,MXO.AX,,,bmo,
2024-03-01,BTDR,,,bmo,
2024-03-01,THYAO.IS,,,bmo,87796300000
2024-03-01,VK.PA,,,bmo,1221760000
2024-03-02,SDE.TO,,,bmo,
2024-03-02,4994.TW,,,bmo,
2024-03-02,HNKPF,,,bmo,
2024-03-02,4142.TW,,,bmo,555000000
2024-03-02,CPMV,,,--,
2024-03-03,ARI.JO,,,bmo,13670500000
2024-03-03,88E.AX,,,bmo,
2024-03-03,3928.HK,,,bmo,
2024-03-03,002812.SZ,,,bmo,3819530000
2024-03-03,9992.HK,,,bmo,
2024-03-03,ARYN.SW,,,bmo,
2024-03-03,1313.TW,,,bmo,19646000000
2024-03-03,DEM.AX,,,bmo,
2024-03-03,2367.TW,,,bmo,
2024-03-03,SNBN.SW,,,bmo,
2024-03-03,GURN.SW,,,bmo,
2024-03-03,BNBR.JK,,,bmo,
2024-03-03,CTN.AX,,,bmo,
2024-03-03,BEAN.SW,,,bmo,
2024-03-03,1434.TW,,,bmo,7593000000
2024-03-03,2511.TW,,,bmo,2838000000
2024-03-03,0873.HK,,,bmo,
2024-03-03,SOH.JO,,,bmo,
2024-03-03,BCGE.SW,,,bmo,
2024-03-03,8044.TWO,,,bmo,13617000000
2024-03-03,2148.HK,,,bmo,
2024-03-03,8313.HK,,,bmo,
2024-03-03,9992.HK,,,bmo,
2024-03-03,WJX.TO,,,bmo,543700000
2024-03-03,ACES.JK,,,bmo,1867710000
2024-03-03,VBBR3.SA,,,bmo,43407300000
2024-03-03,AGRO.L,,,bmo,
2024-03-03,3002.SR,,,bmo,122000000
2024-03-03,AW1.AX,,,bmo,
2024-03-03,GLO.PA,,,bmo,
2024-03-03,0799.HK,,,bmo,5735000000
2024-03-03,PNLF.JK,,,bmo,4577000000
2024-03-03,2352.TW,,,bmo,51904300000
2024-03-03,CSAP.JK,,,bmo,10773000000
2024-03-03,CARE.JK,,,bmo,
2024-03-03,AFN.L,,,bmo,12060000
2024-03-03,0J1G.L,,,bmo,
2024-03-03,CKN.L,,,bmo,
2024-03-03,SEE.L,,,bmo,
2024-03-03,NWX.V,,,bmo,
2024-03-03,0HAL.L,,,bmo,
2024-03-03,SBER.ME,,,bmo,
2024-03-03,PGSUS.IS,,,bmo,
2024-03-03,AMRT.JK,,,bmo,
2024-03-03,SRTG.JK,,,bmo,
2024-03-03,6641.TW,,,bmo,451000000
2024-03-03,HEN3.F,,,bmo,5288250000
2024-03-03,AGRO.ME,,,bmo,
2024-03-03,TFG.AS,,,bmo,
2024-03-03,EZFL,,,bmo,5700000
2024-03-03,MFL.JO,,,bmo,1236000000
2024-03-03,URE.TO,,,bmo,7170000
2024-03-03,NXH.V,,,bmo,900000
2024-03-03,8357.HK,,,bmo,
2024-03-03,GGP.L,,,bmo,
2024-03-03,2588.HK,,,bmo,
2024-03-03,AVI.JO,,,bmo,15899100000
2024-03-03,MAPI.JK,,,bmo,
2024-03-03,TOTL.JK,,,bmo,
2024-03-03,GEO.TO,,,bmo,43690000
2024-03-03,8513.HK,,,bmo,
2024-03-03,2HRA.DE,,,bmo,
2024-03-03,SHLF.OL,,,bmo,218000000
2024-03-03,UPG.BR,,,bmo,
2024-03-03,6677.HK,,,bmo,
2024-03-03,3658.HK,,,bmo,
2024-03-03,TML.AX,,,bmo,
2024-03-03,9824.T,,,bmo,
2024-03-03,EVGN.V,,,bmo,2400000
2024-03-03,HLM.JO,,,bmo,9939000000
2024-03-03,AMOI.L,,,bmo,
2024-03-03,5274.TWO,,,bmo,1391610000
2024-03-03,1952.HK,,,bmo,
2024-03-03,6606.HK,,,bmo,
2024-03-03,3302.HK,,,bmo,
2024-03-03,294090.KQ,,,bmo,
2024-03-03,ANRG.TO,,,bmo,34830000
2024-03-03,WEGE.JK,,,bmo,
2024-03-03,THNC.TO,,,bmo,20620000
2024-03-03,1830.SR,,,bmo,391170000
2024-03-03,BBH.L,,,bmo,
2024-03-03,DALXF,,,bmo,
2024-03-03,BVT.JO,,,bmo,
2024-03-03,AIRE.L,,,bmo,
2024-03-03,HIAG.SW,,,bmo,
2024-03-03,COTN.SW,,,bmo,
2024-03-03,6626.HK,,,bmo,
2024-03-03,8057.T,,,bmo,
2024-03-03,ORMP.TA,,,bmo,
2024-03-03,MIDI.JK,,,bmo,
2024-03-03,UBS.MC,,,bmo,
2024-03-03,2225.HK,,,bmo,
2024-03-03,APLN.JK,,,bmo,6188000000
2024-03-03,PIA.MI,,,bmo,546784000
2024-03-03,TOHN.SW,,,bmo,
2024-03-03,APN.JO,,,bmo,
2024-03-03,3042.TW,,,bmo,3041330000
2024-03-03,HEN3.DE,,,bmo,5230500000
2024-03-03,EVK.DE,,,bmo,3843630000
2024-03-03,MZZ.AX,,,bmo,
2024-03-03,6928.HK,,,bmo,
2024-03-03,MVL.AX,,,bmo,
2024-03-03,DMAS.JK,,,bmo,
2024-03-03,BB.TO,,,bmo,207050000
2024-03-03,BVT.JO,,,bmo,
2024-03-03,LPKR.JK,,,bmo,
2024-03-04,7590.T,,,bmo,4475000
2024-03-04,VLCN,,,bmo,
2024-03-04,GAB,,,bmo,
2024-03-04,HSX.L,,,bmo,
2024-03-04,MKFG,,,bmo,21660000
2024-03-04,BGR,,,bmo,
2024-03-04,CYCC,,,bmo,
2024-03-04,PNE.TO,,,bmo,
2024-03-04,INTZ,,,bmo,1640000
2024-03-04,TRMR.L,,,bmo,69680000
2024-03-04,2231.TW,,,bmo,1462000000
2024-03-04,KLR.L,,,bmo,
2024-03-04,URG,,,bmo,5330000
2024-03-04,035510.KS,,,bmo,152090000
2024-03-04,MSP.JO,,,bmo,85930000
2024-03-04,SRP.PA,,,bmo,136700000
2024-03-04,BRE.MI,,,bmo,961935000
2024-03-04,BBAR,,,bmo,
2024-03-04,SMHI,,,bmo,63550000
2024-03-04,7605.T,,,bmo,
2024-03-04,2850.TW,,,bmo,
2024-03-04,TUPRS.IS,,,bmo,172077000000
2024-03-04,EKGYO.IS,,,bmo,
2024-03-04,DOTD.L,,,bmo,
2024-03-04,2131.HK,,,bmo,
2024-03-04,DSU,,,bmo,
2024-03-04,PYC.L,,,bmo,850000
2024-03-04,BSQR,,,--,
2024-03-04,ASTI,,,bmo,
2024-03-04,BGY,,,bmo,
2024-03-04,SHG.JO,,,bmo,
2024-03-04,PML,,,bmo,
2024-03-04,SNCE,,,bmo,14050000
2024-03-04,BLU.L,,,bmo,
2024-03-04,ZLNDY,,,--,
2024-03-04,NAE.AX,,,bmo,
2024-03-04,9933.TW,,,bmo,27807500000
2024-03-04,CRW.L,,,bmo,
2024-03-04,PCN,,,bmo,
2024-03-04,2498.TW,,,bmo,1199460000
2024-03-04,1308.HK,,,bmo,
2024-03-04,PYN,,,bmo,
2024-03-04,AHT.L,,,bmo,2124960000
2024-03-04,PASG,,,bmo,
2024-03-04,HUBN.SW,,,bmo,
2024-03-04,6523.TWO,,,bmo,
2024-03-04,2240.SR,,,bmo,
2024-03-04,RIDE,,,bmo,
2024-03-04,NXDT,,,bmo,
2024-03-04,CTIC,,,bmo,
2024-03-04,ATIF,,,bmo,
2024-03-04,1831.SR,,,bmo,
2024-03-04,1214.SR,,,bmo,
2024-03-04,ANIK,,,bmo,41400000
2024-03-04,SYSR.ST,,,bmo,2919500000
2024-03-04,PUYI,,,bmo,
2024-03-04,PEEL.L,,,bmo,
2024-03-04,NGMS,,,bmo,54530000
2024-03-04,FOXT.L,,,bmo,30200000
2024-03-04,PTVE,,,amc,1318510000
2024-03-04,SHG,,,bmo,
2024-03-04,COMB.BR,,,bmo,
2024-03-04,IWG.L,,,bmo,
2024-03-04,0SZI.L,,,bmo,
2024-03-04,001360.KS,,,bmo,
2024-03-04,NED.JO,,,bmo,
2024-03-04,CUL.AX,,,bmo,
2024-03-04,086900.KQ,,,bmo,42674000
2024-03-04,CEGR3.SA,,,bmo,
2024-03-04,CRD.B,,,bmo,
2024-03-04,9934.TW,,,bmo,4619000000
2024-03-04,1304.TW,,,bmo,12533700000
2024-03-04,MPT.JO,,,bmo,
2024-03-04,ZYXI,,,bmo,54530000
2024-03-04,ADRO.JK,,,bmo,24005500000000
2024-03-04,SVY.AX,,,bmo,
2024-03-04,RCH.L,,,bmo,
2024-03-04,FORA.TO,,,bmo,22350000
2024-03-04,NXU.DE,,,bmo,46366000
2024-03-04,DIE.BR,,,bmo,
2024-03-04,AGRO.JK,,,bmo,
2024-03-04,IPI,,,bmo,43570000
2024-03-04,TRL.JO,,,bmo,
2024-03-04,2251.HK,,,bmo,
2024-03-04,0LF8.L,,,bmo,
2024-03-04,PZA.TO,,,bmo,163700000
2024-03-04,KCLI,,,--,
2024-03-04,GRG.L,,,bmo,
2024-03-04,2108.TW,,,bmo,
2024-03-04,MDLN.JK,,,bmo,2498000000
2024-03-04,FNV.TO,,,bmo,394830000
2024-03-04,4736.TWO,,,bmo,
2024-03-04,THNCF,,,bmo,
2024-03-04,2535.TW,,,bmo,
2024-03-04,TRIN.JK,,,bmo,
2024-03-04,ISIG,,,bmo,
2024-03-04,APAX.L,,,bmo,
2024-03-04,9911.HK,,,bmo,
2024-03-04,ORMP,,,bmo,
2024-03-04,ADHI.JK,,,bmo,6441300000
2024-03-04,KOOL.BK,,,bmo,1146000000
2024-03-04,GAIA,,,bmo,21000000
2024-03-04,LVWR,,,bmo,
2024-03-04,TFG,,,bmo,
2024-03-04,ZAP.WA,,,bmo,3405230000
2024-03-04,BB.SW,,,bmo,
2024-03-04,WEBC,,,--,
2024-03-04,KUKE,,,bmo,
2024-03-04,CRD.A,,,bmo,
2024-03-04,JMG.L,,,bmo,
2024-03-04,TRHC,,,bmo,
2024-03-04,EVGIF,,,bmo,
2024-03-04,ALLK,,,bmo,
2024-03-04,VRCA,,,bmo,910000
2024-03-04,IMRX,,,bmo,
2024-03-04,GSC1.DE,,,bmo,
2024-03-04,BAYN.SG,,,bmo,
2024-03-04,ACE.MI,,,bmo,
2024-03-04,RADL3.SA,,,bmo,9081950000
2024-03-04,1710.TW,,,bmo,5161000000
2024-03-04,ENDPQ,,,--,555812000
2024-03-04,ASCN.SW,,,bmo,
2024-03-04,GWRE,,,bmo,240910000
2024-03-04,AND.TO,,,bmo,165450000
2024-03-04,ACX.DE,,,bmo,23805000
2024-03-04,RBOT,,,amc,
2024-03-04,PAY,,,amc,157420000
2024-03-04,HPK,,,bmo,339520000
2024-03-04,ANNX,,,bmo,
2024-03-04,FCRD,,,bmo,8860000
2024-03-04,6213.TW,,,bmo,7209450000
2024-03-04,2606.TW,,,bmo,3918500000
2024-03-04,INCH.L,,,bmo,
2024-03-04,CUL.AX,,,bmo,
2024-03-04,DILD.JK,,,bmo,
2024-03-04,STG.CO,,,bmo,2244000000
2024-03-04,PBL.TO,,,bmo,135200000
2024-03-04,NOS.LS,,,bmo,417530000
2024-03-04,POW.L,,,bmo,
2024-03-04,CRD-B,,,bmo,323520000
2024-03-04,LISN.SW,,,bmo,
2024-03-04,QTRX,,,bmo,29840000
2024-03-04,1701.TW,,,bmo,
2024-03-04,601068.SS,,,bmo,
2024-03-04,NAE.AX,,,bmo,
2024-03-04,SHP.JO,,,bmo,240332000000
2024-03-04,RLYB,,,bmo,
2024-03-04,FORN.SW,,,bmo,
2024-03-04,ADAP,,,bmo,20470000
2024-03-04,BAKK.L,,,bmo,
2024-03-04,AKYA,,,amc,25890000
2024-03-04,SAX.DE,,,bmo,553760000
2024-03-04,STVG.L,,,bmo,
2024-03-04,FSTR,,,bmo,129350000
2024-03-04,EKI.PA,,,bmo,39200000
2024-03-04,NCSM,,,bmo,39700000
2024-03-04,WJXFF,,,bmo,
2024-03-04,CIPI,,,bmo,
2024-03-04,PGEN,,,bmo,1700000
2024-03-04,AZUL,,,bmo,997260000
2024-03-04,RIDEQ,,,--,2151000
2024-03-04,VACN.SW,,,bmo,201000000
2024-03-04,CVGI,,,bmo,226240000
2024-03-04,CLEBI.IS,,,bmo,318904000
2024-03-04,0I50.L,,,bmo,
2024-03-04,PGMN3.SA,,,bmo,3037000000
2024-03-04,POU.TO,,,bmo,
2024-03-04,ALM.AX,,,bmo,
2024-03-04,KUKE,,,bmo,
2024-03-04,SOM.L,,,bmo,
2024-03-04,MWE.L,,,bmo,
2024-03-04,RPI-UN.TO,,,bmo,100200000
2024-03-04,STOK,,,bmo,3250000
2024-03-04,DOMO,,,bmo,79540000
2024-03-04,B7E.DE,,,bmo,
2024-03-04,BRID,,,bmo,
2024-03-04,ACT.JO,,,bmo,
2024-03-04,1997.HK,,,bmo,
2024-03-04,0R0P.L,,,bmo,
2024-03-04,OCUL,,,bmo,15880000
2024-03-04,ORTX,,,bmo,10900000
2024-03-04,PHR.LS,,,bmo,
2024-03-04,BBAR.BA,,,bmo,
2024-03-04,9960.HK,,,bmo,
2024-03-04,6111.HK,,,bmo,
2024-03-04,GTLB,,,amc,
2024-03-04,HEAD.L,,,bmo,
2024-03-04,CHRS,,,bmo,96400000
2024-03-04,CVGW,,,bmo,246700000
2024-03-04,TDUP,,,amc,80330000
2024-03-04,AIE.L,,,bmo,
2024-03-04,FESA4.SA,,,bmo,
2024-03-04,ELYM,,,bmo,
2024-03-04,CAF,,,bmo,
2024-03-04,3172.T,,,bmo,
2024-03-04,RBG.L,,,bmo,
2024-03-04,NBRI,,,bmo,
2024-03-04,OIZ.IR,,,bmo,
2024-03-04,092040.KQ,,,bmo,
2024-03-04,CRW.L,,,bmo,
2024-03-04,QTX.L,,,bmo,
2024-03-04,SFTC.TO,,,bmo,294220000
2024-03-04,HO.PA,,,bmo,
2024-03-04,0M2Q.L,,,bmo,
2024-03-04,XTLB.TA,,,bmo,
2024-03-04,DSP,,,amc,65920000
2024-03-04,BAYN.DE,,,bmo,11866200000
2024-03-04,CARA,,,amc,9420000
2024-03-04,TWEKA.AS,,,bmo,475100000
2024-03-04,OBSV,,,bmo,
2024-03-04,NWXPF,,,bmo,
2024-03-04,ANRGF,,,bmo,
2024-03-04,HPS-A.TO,,,bmo,180450000
2024-03-04,ANGS.L,,,bmo,
2024-03-04,INBX,,,bmo,50000
2024-03-04,CUBT,,,bmo,
2024-03-04,AVAV,,,bmo,170620000
2024-03-04,COB.AX,,,bmo,
2024-03-04,SEMR,,,amc,83110000
2024-03-04,ARL.DE,,,bmo,
2024-03-04,VATE,,,amc,248100000
2024-03-04,DAWN,,,bmo,
2024-03-04,NXHSF,,,bmo,
2024-03-04,LDWY,,,bmo,
2024-03-04,1208.HK,,,bmo,
2024-03-04,TRDA,,,bmo,23690000
2024-03-04,OFIX,,,bmo,195310000
2024-03-04,VTVT,,,bmo,
2024-03-04,CTO.L,,,bmo,
2024-03-04,MTEK,,,bmo,
2024-03-04,0QYZ.L,,,bmo,
2024-03-04,0HTC.L,,,bmo,
2024-03-05,ASHTY,,,--,
2024-03-05,WTI,,,amc,145300000
2024-03-05,TINC.BR,,,bmo,
2024-03-05,NET.L,,,bmo,
2024-03-05,AKLI,,,bmo,
2024-03-05,FRPH,,,bmo,
2024-03-05,IDYA,,,bmo,8840000
2024-03-05,IBST.L,,,bmo,
2024-03-05,SRRK,,,bmo,
2024-03-05,BREE.L,,,bmo,
2024-03-05,SHLE.TO,,,bmo,130500000
2024-03-05,WEYS,,,amc,57453000
2024-03-05,CIFR,,,bmo,41780000
2024-03-05,TLW.L,,,bmo,
2024-03-05,9907.TW,,,bmo,8229000000
2024-03-05,PNBK,,,bmo,
2024-03-05,1102.TW,,,bmo,22073200000
2024-03-05,AFN.TO,,,bmo,413390000
2024-03-05,BIRDF,,,bmo,
2024-03-05,XTNT,,,bmo,26550000
2024-03-05,BKCC,,,amc,20060000
2024-03-05,7196.T,,,bmo,
2024-03-05,BAVA.CO,,,bmo,2329500000
2024-03-05,ARE.TO,,,bmo,1214510000
2024-03-05,2395.TW,,,bmo,15171300000
2024-03-05,7064.T,,,bmo,550000
2024-03-05,ESAB,,,bmo,640090000
2024-03-05,AM.PA,,,bmo,
2024-03-05,CECO,,,bmo,
2024-03-05,RAT.L,,,bmo,
2024-03-05,2536.TW,,,bmo,
2024-03-05,ITRK.L,,,bmo,
2024-03-05,WCM-A.TO,,,bmo,
2024-03-05,5388.TW,,,bmo,16780000000
2024-03-05,GFG.DE,,,bmo,209400000
2024-03-05,MYE,,,bmo,196190000
2024-03-05,MAG.AX,,,bmo,
2024-03-05,PEY.TO,,,bmo,298000000
2024-03-05,CHMI,,,bmo,14300000
2024-03-05,TEP.PA,,,bmo,2006000000
2024-03-05,SAE.DE,,,bmo,
2024-03-05,YPFD.BA,,,bmo,4067250000000
2024-03-05,EGL.LS,,,bmo,
2024-03-05,030530.KQ,,,bmo,190152000
2024-03-05,KTA.AX,,,bmo,
2024-03-05,3532.TW,,,bmo,3654000000
2024-03-05,AEVA,,,amc,1570000
2024-03-05,JYEU.SI,,,bmo,215560000
2024-03-05,AGFB.BR,,,bmo,490000000
2024-03-05,SCR.PA,,,bmo,4697550000
2024-03-05,PRMRF,,,--,
2024-03-05,363280.KS,,,bmo,98143000
2024-03-05,RSKD,,,bmo,84020000
2024-03-05,AQST,,,bmo,11630000
2024-03-05,RCAT,,,bmo,5000000
2024-03-05,BASE,,,amc,46660000
2024-03-05,HART.CO,,,bmo,876000000
2024-03-05,XPP.L,,,bmo,
2024-03-05,EGR.AX,,,bmo,3100000
2024-03-05,PPR.JO,,,bmo,
2024-03-05,DUFN.SW,,,bmo,
2024-03-05,ORR.L,,,bmo,
2024-03-05,CHPT,,,amc,118810000
2024-03-05,YORW,,,bmo,17000000
2024-03-05,DEV.AX,,,bmo,
2024-03-05,CORR,,,bmo,
2024-03-05,STIM,,,bmo,19850000
2024-03-05,JWN,,,amc,4379440000
2024-03-05,CRCT,,,amc,249680000
2024-03-05,1913.HK,,,bmo,11136300000
2024-03-05,EGR.AX,,,bmo,3100000
2024-03-05,ALNT,,,bmo,132560000
2024-03-05,UBXN.SW,,,bmo,
2024-03-05,FRES.L,,,bmo,
2024-03-05,WWR,,,bmo,
2024-03-05,SCAR3.SA,,,bmo,
2024-03-05,DAN.MI,,,bmo,4256250000
2024-03-05,CAN,,,bmo,34220000
2024-03-05,0VCO.L,,,bmo,
2024-03-05,SIL.TO,,,bmo,59340000
2024-03-05,OOMA,,,amc,61460000
2024-03-05,TDCX,,,bmo,122240000
2024-03-05,SGY.TO,,,bmo,167600000
2024-03-05,SHA.DE,,,bmo,4036970000
2024-03-05,RPKIF,,,bmo,
2024-03-05,0IQK.L,,,bmo,
2024-03-05,SE,,,bmo,3534070000
2024-03-05,ANDHF,,,bmo,
2024-03-05,MR-UN.TO,,,bmo,
2024-03-05,NVEI.TO,,,bmo,429770000
2024-03-05,ARR.TO,,,bmo,760000
2024-03-05,111770.KS,,,bmo,1007780000
2024-03-05,JRV.AX,,,bmo,
2024-03-05,2617.TW,,,bmo,1136000000
2024-03-05,DOKA.SW,,,bmo,
2024-03-05,RRRP3.SA,,,bmo,1806070000
2024-03-05,0K1R.L,,,bmo,
2024-03-05,CGG.PA,,,bmo,
2024-03-05,8TRA.DE,,,bmo,12081200000
2024-03-05,BYL.TO,,,bmo,26100000
2024-03-05,PTVLF,,,bmo,
2024-03-05,0L9X.L,,,bmo,
2024-03-05,CMIN3.SA,,,bmo,4945930000
2024-03-05,6282.TW,,,bmo,4933780000
2024-03-05,MTM.JO,,,bmo,92322000000
2024-03-05,LNR.TO,,,bmo,2386260000
2024-03-05,6608.HK,,,bmo,
2024-03-05,RXL.AX,,,bmo,
2024-03-05,TRMR,,,bmo,
2024-03-05,VET.TO,,,bmo,597300000
2024-03-05,MRNS,,,bmo,7960000
2024-03-05,MNTS,,,bmo,1000000
2024-03-05,BOX,,,amc,262970000
2024-03-05,AFLT.ME,,,bmo,167072000000
2024-03-05,FACO,,,--,199870000
2024-03-05,RNGR,,,bmo,151000000
2024-03-05,SFER.MI,,,bmo,331083000
2024-03-05,MI-UN.TO,,,bmo,
2024-03-05,HOTC.L,,,bmo,
2024-03-05,CASY,,,bmo,3602970000
2024-03-05,CAI.AX,,,bmo,
2024-03-05,SFTCF,,,bmo,
2024-03-05,PZRIF,,,bmo,
2024-03-05,CFP.TO,,,bmo,1247870000
2024-03-05,8163.TW,,,bmo,6820000000
2024-03-05,LXU,,,amc,127210000
2024-03-05,0VHI.L,,,bmo,
2024-03-05,AUTL,,,bmo,360000
2024-03-05,CRGY,,,bmo,
2024-03-05,BBTV.TO,,,bmo,95076000
2024-03-05,KEY.AX,,,bmo,
2024-03-05,DEV.AX,,,bmo,
2024-03-05,EFR.TO,,,bmo,8680000
2024-03-05,VLGEA,,,bmo,
2024-03-05,NYXH,,,amc,
2024-03-05,SLCE3.SA,,,bmo,3026680000
2024-03-05,CTEC.L,,,bmo,
2024-03-05,TGT,,,bmo,31858100000
2024-03-05,ACHL,,,bmo,
2024-03-05,RKH.L,,,bmo,
2024-03-05,3376.TW,,,bmo,2918200000
2024-03-05,3680.TWO,,,bmo,1218500000
2024-03-05,CENER.BR,,,bmo,
2024-03-05,ISPO,,,amc,72510000
2024-03-05,FERG,,,bmo,6765310000
2024-03-05,RIGL,,,bmo,34100000
2024-03-05,FWRG,,,bmo,237530000
2024-03-05,009970.KS,,,bmo,
2024-03-05,OZM.AX,,,bmo,
2024-03-05,4743.TWO,,,bmo,
2024-03-05,PET.TO,,,bmo,285670000
2024-03-05,PIFYF,,,bmo,
2024-03-05,NVCT,,,bmo,
2024-03-05,MAXN,,,bmo,233800000
2024-03-05,JSE.JO,,,bmo,
2024-03-05,CPSH,,,bmo,
2024-03-05,LGEN.L,,,bmo,
2024-03-05,JAL.AX,,,bmo,
2024-03-05,ARLO,,,amc,
2024-03-05,KEY.AX,,,bmo,
2024-03-05,AQB,,,bmo,730000
2024-03-05,FLL,,,amc,63130000
2024-03-05,NPCE,,,amc,17460000
2024-03-05,VBNK.TO,,,bmo,28900000
2024-03-05,TPK.L,,,bmo,
2024-03-05,LJQQ3.SA,,,bmo,738000000
2024-03-05,DHL.DE,,,bmo,22010500000
2024-03-05,1310.TW,,,bmo,2510320000
2024-03-05,NEXI.MI,,,bmo,
2024-03-05,BRKM5.SA,,,bmo,17708600000
2024-03-05,VTCHF,,,bmo,
2024-03-05,NEWT,,,amc,63350000
2024-03-05,0669.HK,,,bmo,
2024-03-05,0K7X.L,,,bmo,
2024-03-05,MCRB,,,bmo,350000
2024-03-05,FN.TO,,,bmo,197700000
2024-03-05,AGS,,,amc,92570000
2024-03-05,2451.TW,,,bmo,2936000000
2024-03-05,MATR.TO,,,bmo,199920000
2024-03-05,SNCR,,,bmo,42840000
2024-03-05,BDT.TO,,,bmo,729890000
2024-03-05,CFPZF,,,bmo,
2024-03-05,MASS,,,bmo,14160000
2024-03-05,CBOT.PA,,,bmo,
2024-03-05,JOY.TO,,,bmo,54400000
2024-03-05,LEHTO.HE,,,bmo,40000000
2024-03-05,BBED.AS,,,bmo,65000000
2024-03-05,DOKA.SW,,,bmo,
2024-03-05,IFCN.SW,,,bmo,148450000
2024-03-05,IPT.AX,,,bmo,
2024-03-05,VYGR,,,bmo,20630000
2024-03-05,MPARK.IS,,,bmo,
2024-03-05,SY1.DE,,,bmo,1096670000
2024-03-05,COH.JO,,,bmo,
2024-03-05,ITH.TO,,,bmo,
2024-03-05,TASE.TA,,,bmo,96000000
2024-03-05,2910.T,,,bmo,12580000
2024-03-05,VLID3.SA,,,bmo,
2024-03-05,NEXN,,,bmo,
2024-03-05,AALI.JK,,,bmo,
2024-03-05,0R32.L,,,bmo,
2024-03-05,0K8J.L,,,bmo,
2024-03-05,ONT.L,,,bmo,
2024-03-05,THO,,,bmo,2245540000
2024-03-05,JSG.L,,,bmo,
2024-03-05,AXGN,,,bmo,41650000
2024-03-05,AMOT,,,bmo,
2024-03-05,NXTMH.HE,,,bmo,
2024-03-05,HMDPF,,,bmo,
2024-03-05,YRL.AX,,,bmo,
2024-03-05,1303.TW,,,bmo,91672000000
2024-03-05,CXDO,,,amc,13830000
2024-03-05,DUFRY,,,bmo,
2024-03-05,HH.CO,,,bmo,592000000
2024-03-05,A5G.IR,,,bmo,
2024-03-05,SPT.L,,,bmo,
2024-03-05,PAL.VI,,,bmo,540500000
2024-03-05,CRWD,,,amc,839040000
2024-03-05,SHI.L,,,bmo,
2024-03-05,RCL.JO,,,bmo,38065500000
2024-03-05,3515.TW,,,bmo,5633000000
2024-03-05,CNSL,,,bmo,276940000
2024-03-05,ZVRA,,,bmo,11480000
2024-03-05,ODD,,,amc,
2024-03-05,0UU0.L,,,bmo,
2024-03-05,CFPUF,,,bmo,
2024-03-05,S2R.AX,,,bmo,
2024-03-05,AGTI,,,amc,291410000
2024-03-05,GFRD.L,,,bmo,
